# rank	score	word	reasons
1450	-15.66	dool	ngram-only
1451	-15.67	loma	plain-shape
1452	-15.68	honk	plain-shape
1453	-15.68	yern	plain-shape
1454	-15.68	cadi	plain-shape
1455	-15.68	keta	plain-shape
1456	-15.69	reis	plain-shape,s-form
1457	-15.69	gith	plain-shape
1458	-15.69	dush	plain-shape
1459	-15.69	kipe	plain-shape
1460	-15.70	tolu	plain-shape
1461	-15.70	foal	plain-shape
1462	-15.71	douc	plain-shape
1463	-15.71	cloy	plain-shape
1464	-15.71	samp	plain-shape
1465	-15.71	acle	plain-shape
1466	-15.71	tume	plain-shape
1467	-15.71	amor	plain-shape
1468	-15.72	seck	plain-shape
1469	-15.73	pilm	plain-shape
1470	-15.73	wily	plain-shape
1471	-15.73	stob	plain-shape
1472	-15.73	yerk	plain-shape
1473	-15.73	aryl	plain-shape
1474	-15.74	oxer	common5-fragment,plain-shape,rare-letter
1475	-15.74	penk	plain-shape
1476	-15.74	coly	plain-shape
1477	-15.75	meng	plain-shape
1478	-15.75	roue	ngram-only
1479	-15.75	orna	plain-shape
1480	-15.75	dess	s-form,double-final
1481	-15.75	tuft	common5-fragment,plain-shape
1482	-15.76	trod	plain-shape
1483	-15.76	morg	plain-shape
1484	-15.76	diol	plain-shape
1485	-15.77	yate	plain-shape
1486	-15.77	pock	plain-shape
1487	-15.77	whap	plain-shape
1488	-15.77	roit	plain-shape
1489	-15.78	stut	plain-shape
1490	-15.78	lerp	plain-shape
1491	-15.78	vari	plain-shape
1492	-15.78	prau	plain-shape
1493	-15.78	caul	plain-shape
1494	-15.78	arna	plain-shape
1495	-15.79	utas	plain-shape,s-form
1496	-15.79	purl	plain-shape
1497	-15.79	vage	plain-shape
1498	-15.79	adad	plain-shape
1499	-15.80	demi	plain-shape
1500	-15.80	psha	plain-shape
1501	-15.80	aute	ngram-only
1502	-15.80	wilk	plain-shape
1503	-15.81	cist	plain-shape
1504	-15.81	awin	plain-shape
1505	-15.81	quat	common5-fragment,plain-shape,rare-letter
1506	-15.81	soud	plain-shape
1507	-15.81	gein	plain-shape
1508	-15.82	hoer	plain-shape
1509	-15.82	tift	plain-shape
1510	-15.83	eyer	plain-shape
1511	-15.83	maty	plain-shape
1512	-15.83	dowl	plain-shape
1513	-15.83	ruen	plain-shape
1514	-15.83	baba	plain-shape
1515	-15.83	farl	plain-shape
1516	-15.84	hazy	hint,plain-shape,rare-letter
1517	-15.85	atip	plain-shape
1518	-15.85	brod	plain-shape
1519	-15.85	maul	plain-shape
1520	-15.85	mung	plain-shape
1521	-15.85	steg	plain-shape
1522	-15.86	abet	plain-shape
1523	-15.86	coll	double-final
1524	-15.87	boro	plain-shape
1525	-15.87	pome	plain-shape
1526	-15.87	bick	plain-shape
1527	-15.88	dags	plain-shape,s-form
1528	-15.88	sark	plain-shape
1529	-15.88	kelt	plain-shape
1530	-15.88	tirl	plain-shape
1531	-15.88	whid	plain-shape
1532	-15.88	giro	plain-shape
1533	-15.88	brei	plain-shape
1534	-15.88	camb	plain-shape
1535	-15.88	emir	plain-shape
1536	-15.89	shay	plain-shape
1537	-15.90	jeer	common5-fragment,rare-letter
1538	-15.91	meny	plain-shape
1539	-15.91	kail	plain-shape
1540	-15.91	saco	plain-shape
1541	-15.92	stog	plain-shape
1542	-15.92	shod	plain-shape
1543	-15.92	neti	plain-shape
1544	-15.92	anus	plain-shape,s-form
1545	-15.92	vina	plain-shape
1546	-15.93	doat	plain-shape
1547	-15.93	pech	plain-shape
1548	-15.93	cise	plain-shape
1549	-15.93	woom	ngram-only
1550	-15.93	gurt	plain-shape
1551	-15.94	undy	plain-shape
1552	-15.95	calf	plain-shape
1553	-15.95	yees	s-form
1554	-15.95	scab	plain-shape
1555	-15.95	idyl	common5-fragment,plain-shape
1556	-15.95	boma	plain-shape
1557	-15.96	croy	plain-shape
1558	-15.96	geld	plain-shape
1559	-15.96	tatu	plain-shape
1560	-15.96	cass	s-form,double-final
1561	-15.96	raia	ngram-only
1562	-15.97	patu	plain-shape
1563	-15.97	sish	plain-shape
1564	-15.97	merl	plain-shape
1565	-15.98	gage	plain-shape
1566	-15.98	ivin	plain-shape
1567	-15.98	axed	common5-fragment,plain-shape,rare-letter
1568	-15.99	buna	plain-shape
1569	-15.99	yerd	plain-shape
1570	-15.99	sime	plain-shape
1571	-15.99	aday	plain-shape
1572	-15.99	seit	plain-shape
1573	-16.00	moky	common5-fragment,plain-shape
1574	-16.00	dilo	plain-shape
1575	-16.00	ardu	plain-shape
1576	-16.00	teca	plain-shape
1577	-16.00	knar	plain-shape
1578	-16.00	fugu	common5-fragment,plain-shape
1579	-16.00	alme	plain-shape
1580	-16.00	asak	plain-shape
1581	-16.01	phos	plain-shape,s-form
1582	-16.01	kele	plain-shape
1583	-16.01	upas	plain-shape,s-form
1584	-16.01	naif	plain-shape
1585	-16.01	arba	plain-shape
1586	-16.02	bito	plain-shape
1587	-16.02	vive	plain-shape
1588	-16.03	toco	plain-shape
1589	-16.03	gnar	plain-shape
1590	-16.03	yeni	plain-shape
1591	-16.03	gunk	plain-shape
1592	-16.04	yali	plain-shape
1593	-16.04	mona	plain-shape
1594	-16.04	laur	plain-shape
1595	-16.04	swat	plain-shape
1596	-16.04	scad	plain-shape
1597	-16.05	ecad	plain-shape
1598	-16.05	veep	ngram-only
1599	-16.06	gool	ngram-only
1600	-16.06	yote	plain-shape
1601	-16.06	vasa	plain-shape
1602	-16.06	burd	plain-shape
1603	-16.07	coth	plain-shape
1604	-16.08	ngai	plain-shape
1605	-16.08	lily	plain-shape
1606	-16.08	herl	plain-shape
1607	-16.08	bonk	plain-shape
1608	-16.09	wots	plain-shape,s-form
1609	-16.09	dunk	plain-shape
1610	-16.09	gloy	plain-shape
1611	-16.10	nito	plain-shape
1612	-16.10	moud	plain-shape
1613	-16.10	laud	plain-shape
1614	-16.10	akee	double-final
1615	-16.11	sari	plain-shape
1616	-16.11	yerb	plain-shape
1617	-16.11	frig	plain-shape
1618	-16.11	sech	plain-shape
1619	-16.11	dace	plain-shape
1620	-16.11	junt	common5-fragment,plain-shape,rare-letter
1621	-16.12	dura	plain-shape
1622	-16.12	ondy	plain-shape
1623	-16.12	mien	plain-shape
1624	-16.13	acta	plain-shape
1625	-16.13	whoa	plain-shape
1626	-16.13	boud	plain-shape
1627	-16.14	ripa	plain-shape
1628	-16.14	arni	plain-shape
1629	-16.15	guna	plain-shape
1630	-16.16	lill	double-final
1631	-16.17	alma	plain-shape
1632	-16.17	chay	plain-shape
1633	-16.17	dirl	plain-shape
1634	-16.18	oban	plain-shape
1635	-16.18	prut	plain-shape
1636	-16.18	wips	plain-shape,s-form
1637	-16.18	unie	ngram-only
1638	-16.19	gaur	plain-shape
1639	-16.19	moro	plain-shape
1640	-16.19	stey	plain-shape
1641	-16.19	sipe	plain-shape
1642	-16.19	voar	plain-shape
1643	-16.20	anoa	ngram-only
1644	-16.20	mico	plain-shape
1645	-16.20	idic	plain-shape
1646	-16.20	hech	plain-shape
1647	-16.20	palp	plain-shape
1648	-16.20	bolk	plain-shape
1649	-16.20	coke	plain-shape
1650	-16.20	kath	plain-shape
1651	-16.21	paty	plain-shape
1652	-16.21	sook	ngram-only
1653	-16.22	peto	plain-shape
1654	-16.22	baun	plain-shape
1655	-16.23	wany	plain-shape
1656	-16.23	wace	plain-shape
1657	-16.24	yite	plain-shape
1658	-16.24	tosh	plain-shape
1659	-16.24	nema	plain-shape
1660	-16.25	sown	plain-shape
1661	-16.25	hemp	plain-shape
1662	-16.25	mund	plain-shape
1663	-16.25	scur	plain-shape
1664	-16.26	himp	plain-shape
1665	-16.26	dopa	plain-shape
1666	-16.26	masu	plain-shape
1667	-16.27	garb	plain-shape
1668	-16.27	lall	double-final
1669	-16.28	yeld	plain-shape
1670	-16.28	doup	plain-shape
1671	-16.29	tobe	plain-shape
1672	-16.30	scap	plain-shape
1673	-16.30	teth	plain-shape
1674	-16.30	soke	plain-shape
1675	-16.31	haze	common5-fragment,plain-shape,rare-letter
1676	-16.31	sley	plain-shape
1677	-16.31	loir	plain-shape
1678	-16.31	dada	plain-shape
1679	-16.31	bilk	plain-shape
1680	-16.31	admi	common5-fragment,plain-shape
1681	-16.32	gied	plain-shape
1682	-16.32	roer	plain-shape
1683	-16.32	stof	plain-shape
1684	-16.32	epee	double-final
1685	-16.33	tabu	plain-shape
1686	-16.33	fond	plain-shape
1687	-16.34	rull	double-final
1688	-16.34	poly	plain-shape
1689	-16.34	fiar	plain-shape
1690	-16.34	alum	plain-shape,specialist-pattern
1691	-16.35	irok	plain-shape
1692	-16.36	sado	plain-shape
1693	-16.36	cusk	plain-shape
1694	-16.36	burg	plain-shape
1695	-16.36	tchu	plain-shape
1696	-16.37	wraw	plain-shape
1697	-16.37	tawa	plain-shape
1698	-16.37	ruru	plain-shape
1699	-16.37	sunk	plain-shape
1700	-16.37	vota	plain-shape
1701	-16.38	chob	plain-shape
1702	-16.39	brey	plain-shape
1703	-16.39	stib	plain-shape
1704	-16.40	ruga	plain-shape
1705	-16.40	aiel	ngram-only
1706	-16.40	oaky	plain-shape
1707	-16.41	tass	s-form,double-final
1708	-16.41	pict	plain-shape
1709	-16.41	fley	plain-shape
1710	-16.41	ipil	plain-shape
1711	-16.41	sial	plain-shape
1712	-16.42	whop	plain-shape
1713	-16.42	fage	plain-shape
1714	-16.43	coto	plain-shape
1715	-16.44	rimu	plain-shape
1716	-16.44	awag	plain-shape
1717	-16.44	bien	plain-shape
1718	-16.44	pirl	plain-shape
1719	-16.44	linn	double-final
1720	-16.44	biti	plain-shape
1721	-16.45	kalo	plain-shape
1722	-16.45	quay	common5-fragment,plain-shape,rare-letter
1723	-16.45	puli	plain-shape
1724	-16.45	beek	ngram-only
1725	-16.45	birl	plain-shape
1726	-16.45	kans	plain-shape,s-form
1727	-16.45	puna	plain-shape
1728	-16.46	wack	plain-shape
1729	-16.46	saic	plain-shape
1730	-16.47	feil	plain-shape
1731	-16.48	urna	plain-shape
1732	-16.48	natr	plain-shape
1733	-16.48	plop	plain-shape
1734	-16.48	wold	plain-shape
1735	-16.49	frib	plain-shape
1736	-16.50	inky	plain-shape
1737	-16.50	yark	plain-shape
1738	-16.50	whig	plain-shape
1739	-16.50	teil	plain-shape
1740	-16.50	yade	plain-shape
1741	-16.50	gish	plain-shape
1742	-16.50	stue	plain-shape
1743	-16.51	rosy	plain-shape
1744	-16.51	abey	plain-shape
1745	-16.51	lupe	plain-shape
1746	-16.51	slud	plain-shape
1747	-16.52	auld	plain-shape
1748	-16.52	sadr	plain-shape
1749	-16.52	fono	plain-shape
1750	-16.52	esca	plain-shape
1751	-16.53	flub	plain-shape
1752	-16.53	dook	ngram-only
1753	-16.53	thew	plain-shape
1754	-16.53	semi	plain-shape
1755	-16.53	coir	plain-shape
1756	-16.53	mown	plain-shape
1757	-16.53	raki	plain-shape
1758	-16.53	sapa	plain-shape
1759	-16.54	vino	plain-shape
1760	-16.55	glom	plain-shape
1761	-16.55	gurl	plain-shape
1762	-16.55	yarm	plain-shape
1763	-16.55	sago	plain-shape
1764	-16.57	toit	plain-shape
1765	-16.57	firk	plain-shape
1766	-16.58	shul	plain-shape
1767	-16.59	shog	plain-shape
1768	-16.59	ilex	plain-shape,rare-letter
1769	-16.59	boof	ngram-only
1770	-16.59	unci	plain-shape
1771	-16.59	rowy	plain-shape
1772	-16.60	pony	plain-shape
1773	-16.60	shiv	plain-shape
1774	-16.61	taft	plain-shape
1775	-16.61	haff	common5-fragment,double-final
1776	-16.61	onca	plain-shape
1777	-16.62	doke	plain-shape
1778	-16.62	gove	plain-shape
1779	-16.62	yang	plain-shape
1780	-16.62	gien	plain-shape
1781	-16.62	drub	plain-shape
1782	-16.62	taur	plain-shape
1783	-16.63	boke	plain-shape
1784	-16.63	posh	plain-shape
1785	-16.63	tiff	common5-fragment,double-final
1786	-16.63	gory	plain-shape
1787	-16.63	gell	double-final
1788	-16.63	narr	double-final
1789	-16.64	ordu	plain-shape
1790	-16.64	orle	plain-shape
1791	-16.65	thoo	double-final
1792	-16.65	gabi	plain-shape
1793	-16.66	adaw	plain-shape
1794	-16.66	huer	plain-shape
1795	-16.66	odic	plain-shape
1796	-16.66	bury	plain-shape
1797	-16.67	kang	plain-shape
1798	-16.67	snew	plain-shape
1799	-16.67	dado	plain-shape
1800	-16.67	biri	plain-shape
1801	-16.68	coof	ngram-only
1802	-16.68	gamb	plain-shape
1803	-16.68	goup	plain-shape
1804	-16.68	beng	plain-shape
1805	-16.68	lube	plain-shape
1806	-16.69	usar	plain-shape
1807	-16.69	mias	plain-shape,s-form
1808	-16.69	soso	plain-shape
1809	-16.70	skel	plain-shape
1810	-16.70	anay	plain-shape
1811	-16.70	thob	plain-shape
1812	-16.71	gawk	common5-fragment,plain-shape
1813	-16.71	lipa	plain-shape
1814	-16.71	darr	double-final
1815	-16.72	imbe	plain-shape
1816	-16.73	birk	plain-shape
1817	-16.73	thio	plain-shape
1818	-16.73	muck	plain-shape
1819	-16.73	seps	plain-shape,s-form
1820	-16.73	ogre	plain-shape
1821	-16.73	theb	plain-shape
1822	-16.74	ably	plain-shape
1823	-16.74	loge	plain-shape
1824	-16.74	sass	s-form,double-final
1825	-16.75	wadi	plain-shape
1826	-16.75	kung	plain-shape
1827	-16.76	glia	plain-shape
1828	-16.76	kame	plain-shape
1829	-16.77	sawn	plain-shape
1830	-16.77	wode	plain-shape
1831	-16.77	galp	plain-shape
1832	-16.77	ibis	plain-shape,s-form
1833	-16.77	poco	plain-shape
1834	-16.78	weta	plain-shape
1835	-16.78	kala	plain-shape
1836	-16.78	feud	common5-fragment,plain-shape
1837	-16.78	tuno	plain-shape
1838	-16.78	skid	plain-shape
1839	-16.78	mian	plain-shape
1840	-16.79	duma	plain-shape
1841	-16.81	spiv	plain-shape
1842	-16.82	yeel	ngram-only
1843	-16.82	pish	plain-shape
1844	-16.82	yont	plain-shape
1845	-16.82	plod	plain-shape
1846	-16.82	twit	plain-shape
1847	-16.83	udal	plain-shape
1848	-16.83	fuss	common5-fragment,s-form,double-final
1849	-16.83	daud	plain-shape
1850	-16.83	sisi	plain-shape
1851	-16.83	moly	plain-shape
1852	-16.83	piso	plain-shape
1853	-16.83	khar	plain-shape
1854	-16.84	okee	double-final
1855	-16.84	suet	plain-shape
1856	-16.84	yeso	plain-shape
1857	-16.84	suid	plain-shape
1858	-16.84	nude	plain-shape
1859	-16.84	gaut	plain-shape
1860	-16.85	kish	plain-shape
1861	-16.85	loci	plain-shape
1862	-16.86	coue	ngram-only
1863	-16.86	fute	plain-shape
1864	-16.86	cepe	plain-shape
1865	-16.87	atle	plain-shape
1866	-16.88	foud	plain-shape
1867	-16.88	snaw	plain-shape
1868	-16.88	twas	plain-shape,s-form
1869	-16.89	keld	plain-shape
1870	-16.89	gump	plain-shape
1871	-16.89	youp	plain-shape
1872	-16.89	sowl	plain-shape
1873	-16.89	eyen	plain-shape
1874	-16.89	sorb	plain-shape
1875	-16.89	yair	plain-shape
1876	-16.90	alky	plain-shape
1877	-16.91	odor	plain-shape
1878	-16.91	wrig	plain-shape
1879	-16.92	lowy	plain-shape
1880	-16.92	orlo	plain-shape
1881	-16.93	hoit	plain-shape
1882	-16.93	swag	plain-shape
1883	-16.93	esne	plain-shape
1884	-16.93	reft	plain-shape
1885	-16.93	knet	plain-shape
1886	-16.93	slew	plain-shape
1887	-16.94	snod	plain-shape
1888	-16.94	aula	ngram-only
1889	-16.95	forb	plain-shape
1890	-16.95	moll	double-final
1891	-16.95	maud	plain-shape
1892	-16.95	kali	plain-shape
1893	-16.95	mima	plain-shape
1894	-16.96	toty	plain-shape
1895	-16.96	topo	plain-shape
1896	-16.96	saur	plain-shape
1897	-16.96	woan	plain-shape
1898	-16.96	bleb	plain-shape
1899	-16.97	gurk	plain-shape
1900	-16.97	auca	ngram-only
1901	-16.98	soco	plain-shape
1902	-16.98	wong	plain-shape
1903	-16.98	wove	plain-shape
1904	-16.98	swad	plain-shape
1905	-16.98	boll	double-final
1906	-16.98	kepi	plain-shape
1907	-16.99	gula	plain-shape
1908	-17.00	sidi	plain-shape
1909	-17.00	bosh	plain-shape
1910	-17.00	agee	double-final
1911	-17.01	skep	plain-shape
1912	-17.03	viny	plain-shape
1913	-17.03	ibid	plain-shape
1914	-17.03	flew	plain-shape
1915	-17.04	talc	plain-shape
1916	-17.04	baul	plain-shape
1917	-17.04	noir	plain-shape
1918	-17.04	ghat	plain-shape
1919	-17.05	ropy	plain-shape
1920	-17.05	spak	plain-shape
1921	-17.05	plud	plain-shape
1922	-17.06	mamo	plain-shape
1923	-17.07	mabi	plain-shape
1924	-17.07	asop	plain-shape
1925	-17.08	imam	plain-shape
1926	-17.08	curb	plain-shape
1927	-17.08	pulk	plain-shape
1928	-17.08	poof	ngram-only
1929	-17.08	ambo	plain-shape
1930	-17.09	weve	plain-shape
1931	-17.09	scob	plain-shape
1932	-17.09	cosh	plain-shape
1933	-17.09	bual	plain-shape
1934	-17.09	paip	plain-shape
1935	-17.09	nosh	plain-shape
1936	-17.10	kerf	plain-shape
1937	-17.10	titi	plain-shape
1938	-17.10	yond	plain-shape
1939	-17.11	firn	plain-shape
1940	-17.11	mimp	plain-shape
1941	-17.11	twee	common5-fragment,double-final
1942	-17.11	assi	ngram-only
1943	-17.11	sept	plain-shape
1944	-17.12	dorp	plain-shape
1945	-17.12	goer	plain-shape
1946	-17.12	slub	plain-shape
1947	-17.13	cess	s-form,double-final
1948	-17.13	swig	plain-shape
1949	-17.14	oime	ngram-only
1950	-17.14	scho	plain-shape
1951	-17.14	cava	plain-shape
1952	-17.14	miry	plain-shape
1953	-17.14	gawn	plain-shape
1954	-17.14	duro	plain-shape
1955	-17.14	keek	ngram-only
1956	-17.16	rhea	plain-shape
1957	-17.16	bock	plain-shape
1958	-17.16	luff	common5-fragment,double-final
1959	-17.16	bago	plain-shape
1960	-17.17	sion	plain-shape
1961	-17.17	naig	plain-shape
1962	-17.17	judo	hint,plain-shape,rare-letter
1963	-17.17	utai	ngram-only
1964	-17.17	taky	plain-shape
1965	-17.17	blub	plain-shape
1966	-17.18	toss	s-form,double-final
1967	-17.18	prof	plain-shape
1968	-17.19	sosh	plain-shape
1969	-17.19	nodi	plain-shape
1970	-17.20	wops	plain-shape,s-form
1971	-17.20	wont	plain-shape
1972	-17.20	taws	plain-shape,s-form
1973	-17.21	grum	plain-shape,specialist-pattern
1974	-17.22	waul	plain-shape
1975	-17.22	feme	plain-shape
1976	-17.23	racy	plain-shape
1977	-17.23	tasu	plain-shape
1978	-17.23	actu	plain-shape
1979	-17.24	spig	plain-shape
1980	-17.24	froe	plain-shape
1981	-17.25	pirn	plain-shape
1982	-17.25	turk	plain-shape
1983	-17.25	ogle	plain-shape
1984	-17.26	stug	plain-shape
1985	-17.26	birn	plain-shape
1986	-17.26	reim	plain-shape
1987	-17.26	romp	plain-shape
1988	-17.26	limu	plain-shape
1989	-17.27	lawk	plain-shape
1990	-17.27	hula	plain-shape
1991	-17.28	pisk	plain-shape
1992	-17.29	ogam	plain-shape
1993	-17.29	kras	plain-shape,s-form
1994	-17.29	mulk	plain-shape
1995	-17.29	adry	plain-shape
1996	-17.31	beck	plain-shape
1997	-17.31	arui	ngram-only
1998	-17.31	upla	plain-shape
1999	-17.31	yeta	plain-shape
2000	-17.32	chug	plain-shape
2001	-17.32	lobo	plain-shape
2002	-17.32	werf	plain-shape
2003	-17.33	biga	plain-shape
2004	-17.33	pega	plain-shape
2005	-17.34	lacy	plain-shape
2006	-17.34	saip	plain-shape
2007	-17.34	clew	plain-shape
2008	-17.34	whau	plain-shape
2009	-17.36	wabe	plain-shape
2010	-17.37	yarl	plain-shape
2011	-17.37	roed	plain-shape
2012	-17.37	youd	plain-shape
2013	-17.38	ruff	common5-fragment,double-final
2014	-17.38	pepo	plain-shape
2015	-17.38	tody	plain-shape
2016	-17.38	feis	plain-shape,s-form
2017	-17.38	skey	plain-shape
2018	-17.39	pooa	ngram-only
2019	-17.42	wimp	plain-shape
2020	-17.42	daut	plain-shape
2021	-17.43	raya	plain-shape
2022	-17.43	york	plain-shape
2023	-17.43	wiss	s-form,double-final
2024	-17.43	geck	plain-shape
2025	-17.44	girn	plain-shape
2026	-17.45	aion	ngram-only
2027	-17.45	iffy	common5-fragment
2028	-17.45	saft	plain-shape
2029	-17.45	hagi	plain-shape
2030	-17.46	nimb	plain-shape
2031	-17.46	muth	plain-shape
2032	-17.47	ceil	plain-shape
2033	-17.47	durn	plain-shape
2034	-17.47	egad	plain-shape
2035	-17.48	woad	plain-shape
2036	-17.50	keck	plain-shape
2037	-17.50	gaub	plain-shape
2038	-17.50	twal	plain-shape
2039	-17.51	louk	plain-shape
2040	-17.51	fico	plain-shape
2041	-17.51	phit	plain-shape
2042	-17.51	kore	plain-shape
2043	-17.52	bion	plain-shape
2044	-17.52	jaun	common5-fragment,plain-shape,rare-letter
2045	-17.53	fisc	plain-shape
2046	-17.54	corf	plain-shape
2047	-17.54	sunn	common5-fragment,double-final
2048	-17.54	zeal	plain-shape,rare-letter
2049	-17.54	duit	plain-shape
2050	-17.55	tsar	plain-shape
2051	-17.56	ceti	plain-shape
2052	-17.56	fass	s-form,double-final
2053	-17.56	kiri	plain-shape
2054	-17.56	spun	plain-shape
2055	-17.57	kell	double-final
2056	-17.57	loll	double-final
2057	-17.57	hapu	plain-shape
2058	-17.57	kaid	plain-shape
2059	-17.58	sump	plain-shape
2060	-17.59	tuth	plain-shape
2061	-17.60	copr	plain-shape
2062	-17.60	gowl	plain-shape
2063	-17.61	hiss	s-form,double-final
2064	-17.61	ceps	plain-shape,s-form
2065	-17.62	saut	plain-shape
2066	-17.62	vamp	plain-shape
2067	-17.63	cump	plain-shape
2068	-17.63	whet	plain-shape
2069	-17.63	tula	plain-shape
2070	-17.64	ayin	plain-shape
2071	-17.64	ilia	ngram-only
2072	-17.65	reif	plain-shape
2073	-17.65	asok	plain-shape
2074	-17.65	eker	plain-shape
2075	-17.65	paut	plain-shape
2076	-17.65	soce	plain-shape
2077	-17.65	woof	ngram-only
2078	-17.66	obol	plain-shape
2079	-17.66	awee	double-final
2080	-17.67	lifo	plain-shape
2081	-17.67	keto	plain-shape
2082	-17.68	mapo	plain-shape
2083	-17.69	bosk	plain-shape
2084	-17.69	coft	plain-shape
2085	-17.69	opsy	plain-shape
2086	-17.69	virl	plain-shape
2087	-17.69	duly	plain-shape
2088	-17.69	welk	plain-shape
2089	-17.69	yilt	plain-shape
2090	-17.70	furl	plain-shape
2091	-17.70	dyer	plain-shape
2092	-17.70	owse	plain-shape
2093	-17.71	ausu	ngram-only
2094	-17.71	putt	common5-fragment,double-final
2095	-17.71	diem	plain-shape
2096	-17.71	glut	plain-shape
2097	-17.72	hatt	double-final
2098	-17.72	gude	plain-shape
2099	-17.73	boid	plain-shape
2100	-17.73	lunn	double-final
2101	-17.73	holm	plain-shape
2102	-17.73	hymn	hint,common5-fragment,no-vowel
2103	-17.74	khan	plain-shape
2104	-17.74	inro	plain-shape
2105	-17.74	jerk	common5-fragment,plain-shape,rare-letter
2106	-17.74	bios	plain-shape,s-form
2107	-17.74	gamy	plain-shape
2108	-17.75	apio	ngram-only
2109	-17.75	snur	plain-shape
2110	-17.75	umbo	plain-shape
2111	-17.76	glib	plain-shape
2112	-17.76	ikey	plain-shape
2113	-17.76	mitt	double-final
2114	-17.76	seah	plain-shape
2115	-17.77	tunu	plain-shape
2116	-17.77	gapo	plain-shape
2117	-17.77	scut	plain-shape
2118	-17.77	dill	double-final
2119	-17.78	babu	plain-shape
2120	-17.78	levo	plain-shape
2121	-17.79	fulk	plain-shape
2122	-17.80	amba	plain-shape
2123	-17.81	goaf	plain-shape
2124	-17.81	habu	plain-shape
2125	-17.81	kran	plain-shape
2126	-17.82	togs	plain-shape,s-form
2127	-17.82	cuck	plain-shape
2128	-17.83	lulu	plain-shape
2129	-17.83	pawl	plain-shape
2130	-17.83	nabs	plain-shape,s-form
2131	-17.84	feck	plain-shape
2132	-17.85	trah	plain-shape
2133	-17.85	diss	s-form,double-final
2134	-17.86	atta	ngram-only
2135	-17.86	bleo	plain-shape
2136	-17.87	caky	plain-shape
2137	-17.88	aulu	ngram-only
2138	-17.88	atry	plain-shape
2139	-17.88	quin	plain-shape,rare-letter
2140	-17.88	bawn	plain-shape
2141	-17.89	toed	plain-shape
2142	-17.89	plew	plain-shape
2143	-17.89	fife	plain-shape
2144	-17.89	whun	plain-shape
2145	-17.90	oleo	ngram-only
2146	-17.90	puma	plain-shape
2147	-17.90	colp	plain-shape
2148	-17.91	tuff	common5-fragment,double-final
2149	-17.91	vady	plain-shape
2150	-17.92	klam	plain-shape
2151	-17.93	susi	plain-shape
2152	-17.93	yelm	plain-shape
2153	-17.93	siol	plain-shape
2154	-17.93	knap	plain-shape
2155	-17.93	puly	plain-shape
2156	-17.94	snab	plain-shape
2157	-17.94	cepa	plain-shape
2158	-17.94	waky	plain-shape
2159	-17.94	geek	ngram-only
2160	-17.95	umph	plain-shape
2161	-17.96	suld	plain-shape
2162	-17.96	buss	s-form,double-final
2163	-17.96	demy	plain-shape
2164	-17.97	mull	double-final
2165	-17.97	ooze	common5-fragment,rare-letter
2166	-17.97	glug	plain-shape
2167	-17.97	idly	plain-shape
2168	-17.97	skee	double-final
2169	-17.98	haik	plain-shape
2170	-17.99	quan	plain-shape,rare-letter
2171	-17.99	sike	plain-shape
2172	-18.00	digs	plain-shape,s-form
2173	-18.00	wawa	plain-shape
2174	-18.00	doob	ngram-only
2175	-18.01	shug	plain-shape
2176	-18.02	hisn	plain-shape
2177	-18.02	odso	plain-shape
2178	-18.03	wust	plain-shape
2179	-18.03	coss	s-form,double-final
2180	-18.04	sidy	plain-shape
2181	-18.07	yeth	plain-shape
2182	-18.08	yank	plain-shape
2183	-18.08	pouf	plain-shape
2184	-18.09	thug	plain-shape
2185	-18.09	pleb	plain-shape
2186	-18.10	yati	plain-shape
2187	-18.11	muss	s-form,double-final
2188	-18.11	jure	plain-shape,rare-letter
2189	-18.11	roky	plain-shape
2190	-18.11	aube	ngram-only
2191	-18.11	ilka	plain-shape
2192	-18.12	sett	double-final
2193	-18.13	tuny	plain-shape
2194	-18.13	tsun	plain-shape
2195	-18.13	soss	s-form,double-final
2196	-18.13	knag	plain-shape
2197	-18.13	ipid	plain-shape
2198	-18.13	porr	double-final
2199	-18.14	scog	plain-shape
2200	-18.14	baud	plain-shape
2201	-18.14	impi	plain-shape
2202	-18.14	boga	plain-shape
2203	-18.14	kirn	plain-shape
2204	-18.15	noel	plain-shape
2205	-18.16	thof	plain-shape
2206	-18.16	moit	plain-shape
2207	-18.17	huso	plain-shape
2208	-18.17	woak	plain-shape
2209	-18.17	shah	plain-shape
2210	-18.18	inly	plain-shape
2211	-18.18	rype	plain-shape
2212	-18.18	rupa	plain-shape
2213	-18.19	fady	plain-shape
2214	-18.19	doit	plain-shape
2215	-18.19	sput	plain-shape
2216	-18.20	opus	plain-shape,s-form
2217	-18.21	towd	plain-shape
2218	-18.21	waik	plain-shape
2219	-18.21	hulu	plain-shape
2220	-18.21	viga	plain-shape
2221	-18.22	doty	plain-shape
2222	-18.22	khat	plain-shape
2223	-18.22	utch	plain-shape
2224	-18.23	coed	plain-shape
2225	-18.23	pulu	plain-shape
2226	-18.23	paik	plain-shape
2227	-18.23	bema	plain-shape
2228	-18.24	unau	ngram-only
2229	-18.24	gorb	plain-shape
2230	-18.24	ryen	plain-shape
2231	-18.24	kana	plain-shape
2232	-18.25	snop	plain-shape
2233	-18.25	yarb	plain-shape
2234	-18.25	puck	plain-shape
2235	-18.26	waur	plain-shape
2236	-18.26	roka	plain-shape
2237	-18.28	whey	plain-shape
2238	-18.28	sife	plain-shape
